province,city,update_time,nowConfirm,confirm,suspect,dead,deadRate,showRate,heal,healRate,showHeal
云南,临沧,2020-03-26 13:01:49,0,1,0,0,0.00,False,1,100.00,True
河南,境外输入,2020-03-26 13:01:49,3,3,0,0,0.00,False,0,0.00,True
河南,漯河,2020-03-26 13:01:49,0,35,0,0,0.00,False,35,100.00,True
河南,周口,2020-03-26 13:01:49,0,76,0,1,1.32,False,75,98.68,True
河南,南阳,2020-03-26 13:01:49,0,156,0,3,1.92,False,153,98.08,True
河南,信阳,2020-03-26 13:01:49,0,274,0,2,0.73,False,272,99.27,True
河南,郑州,2020-03-26 13:01:49,0,157,0,5,3.18,False,152,96.82,True
河南,济源示范区,2020-03-26 13:01:49,0,5,0,0,0.00,False,5,100.00,True
河南,安阳,2020-03-26 13:01:49,0,53,0,0,0.00,False,53,100.00,True
河南,新乡,2020-03-26 13:01:49,0,57,0,3,5.26,False,54,94.74,True
河南,许昌,2020-03-26 13:01:49,0,39,0,1,2.56,False,38,97.44,True
河南,地区待确认,2020-03-26 13:01:49,0,0,0,0,0.00,False,0,0.00,True
河南,商丘,2020-03-26 13:01:49,0,91,0,3,3.30,False,88,96.70,True
河南,驻马店,2020-03-26 13:01:49,0,139,0,0,0.00,False,139,100.00,True
河南,焦作,2020-03-26 13:01:49,0,32,0,1,3.12,False,31,96.88,True
河南,开封,2020-03-26 13:01:49,0,26,0,0,0.00,False,26,100.00,True
河南,平顶山,2020-03-26 13:01:49,0,58,0,1,1.72,False,57,98.28,True
河南,洛阳,2020-03-26 13:01:49,0,31,0,1,3.23,False,30,96.77,True
河南,濮阳,2020-03-26 13:01:49,0,17,0,0,0.00,False,17,100.00,True
河南,鹤壁,2020-03-26 13:01:49,0,19,0,0,0.00,False,19,100.00,True
河南,三门峡,2020-03-26 13:01:49,0,7,0,1,14.29,False,6,85.71,True
河北,唐山,2020-03-26 13:01:49,2,58,0,1,1.72,False,55,94.83,True
河北,境外输入,2020-03-26 13:01:49,1,1,0,0,0.00,False,0,0.00,True
河北,张家口,2020-03-26 13:01:49,0,41,0,0,0.00,False,41,100.00,True
河北,邯郸,2020-03-26 13:01:49,0,32,0,0,0.00,False,32,100.00,True
河北,石家庄,2020-03-26 13:01:49,0,29,0,0,0.00,False,29,100.00,True
河北,承德,2020-03-26 13:01:49,0,7,0,0,0.00,False,7,100.00,True
河北,衡水,2020-03-26 13:01:49,0,8,0,0,0.00,False,8,100.00,True
河北,秦皇岛,2020-03-26 13:01:49,0,10,0,1,10.00,False,9,90.00,True
河北,邢台,2020-03-26 13:01:49,0,23,0,1,4.35,False,22,95.65,True
河北,廊坊,2020-03-26 13:01:49,0,30,0,0,0.00,False,30,100.00,True
河北,保定,2020-03-26 13:01:49,0,32,0,0,0.00,False,32,100.00,True
河北,沧州,2020-03-26 13:01:49,0,48,0,3,6.25,False,45,93.75,True
重庆,境外输入,2020-03-26 13:01:49,2,2,0,0,0.00,False,0,0.00,True
重庆,涪陵区,2020-03-26 13:01:49,0,5,0,0,0.00,False,5,100.00,True
重庆,荣昌区,2020-03-26 13:01:49,0,9,0,0,0.00,False,9,100.00,True
重庆,大足区,2020-03-26 13:01:49,0,14,0,0,0.00,False,14,100.00,True
重庆,綦江区,2020-03-26 13:01:49,0,23,0,0,0.00,False,23,100.00,True
重庆,丰都县,2020-03-26 13:01:49,0,10,0,0,0.00,False,10,100.00,True
重庆,潼南区,2020-03-26 13:01:49,0,18,0,0,0.00,False,18,100.00,True
重庆,铜梁区,2020-03-26 13:01:49,0,10,0,0,0.00,False,10,100.00,True
重庆,南岸区,2020-03-26 13:01:49,0,15,0,0,0.00,False,15,100.00,True
重庆,九龙坡区,2020-03-26 13:01:49,0,21,0,1,4.76,False,20,95.24,True
重庆,沙坪坝区,2020-03-26 13:01:49,0,9,0,0,0.00,False,9,100.00,True
重庆,江北区,2020-03-26 13:01:49,0,28,0,0,0.00,False,28,100.00,True
重庆,两江新区,2020-03-26 13:01:49,0,17,0,0,0.00,False,17,100.00,True
重庆,万州区,2020-03-26 13:01:49,0,118,0,4,3.39,False,114,96.61,True
重庆,巴南区,2020-03-26 13:01:49,0,6,0,0,0.00,False,6,100.00,True
重庆,渝中区,2020-03-26 13:01:49,0,20,0,0,0.00,False,20,100.00,True
重庆,垫江县,2020-03-26 13:01:49,0,20,0,0,0.00,False,20,100.00,True
重庆,云阳县,2020-03-26 13:01:49,0,25,0,0,0.00,False,25,100.00,True
重庆,奉节县,2020-03-26 13:01:49,0,22,0,0,0.00,False,22,100.00,True
重庆,石柱县,2020-03-26 13:01:49,0,15,0,0,0.00,False,15,100.00,True
重庆,长寿区,2020-03-26 13:01:49,0,22,0,0,0.00,False,22,100.00,True
重庆,渝北区,2020-03-26 13:01:49,0,17,0,0,0.00,False,17,100.00,True
重庆,彭水县,2020-03-26 13:01:49,0,2,0,0,0.00,False,2,100.00,True
重庆,忠县,2020-03-26 13:01:49,0,21,0,0,0.00,False,21,100.00,True
重庆,开州区,2020-03-26 13:01:49,0,21,0,1,4.76,False,20,95.24,True
重庆,合川区,2020-03-26 13:01:49,0,23,0,0,0.00,False,23,100.00,True
重庆,巫溪县,2020-03-26 13:01:49,0,14,0,0,0.00,False,14,100.00,True
重庆,大渡口区,2020-03-26 13:01:49,0,7,0,0,0.00,False,7,100.00,True
重庆,巫山县,2020-03-26 13:01:49,0,10,0,0,0.00,False,10,100.00,True
重庆,万盛经开区,2020-03-26 13:01:49,0,1,0,0,0.00,False,1,100.00,True
重庆,酉阳县,2020-03-26 13:01:49,0,1,0,0,0.00,False,1,100.00,True
重庆,璧山区,2020-03-26 13:01:49,0,9,0,0,0.00,False,9,100.00,True
重庆,高新区,2020-03-26 13:01:49,0,4,0,0,0.00,False,4,100.00,True
重庆,永川区,2020-03-26 13:01:49,0,5,0,0,0.00,False,5,100.00,True
重庆,江津区,2020-03-26 13:01:49,0,4,0,0,0.00,False,4,100.00,True
重庆,武隆区,2020-03-26 13:01:49,0,1,0,0,0.00,False,1,100.00,True
重庆,梁平区,2020-03-26 13:01:49,0,4,0,0,0.00,False,4,100.00,True
重庆,城口县,2020-03-26 13:01:49,0,2,0,0,0.00,False,2,100.00,True
重庆,黔江区,2020-03-26 13:01:49,0,2,0,0,0.00,False,2,100.00,True
重庆,秀山县,2020-03-26 13:01:49,0,1,0,0,0.00,False,1,100.00,True
黑龙江,境外输入,2020-03-26 13:01:49,2,2,0,0,0.00,False,0,0.00,True
黑龙江,齐齐哈尔,2020-03-26 13:01:49,0,43,0,1,2.33,False,42,97.67,True
黑龙江,黑河,2020-03-26 13:01:49,0,14,0,0,0.00,False,14,100.00,True
黑龙江,哈尔滨,2020-03-26 13:01:49,0,198,0,4,2.02,False,194,97.98,True
黑龙江,大庆,2020-03-26 13:01:49,0,26,0,1,3.85,False,25,96.15,True
黑龙江,大兴安岭,2020-03-26 13:01:49,0,3,0,0,0.00,False,3,100.00,True
黑龙江,双鸭山,2020-03-26 13:01:49,0,52,0,3,5.77,False,49,94.23,True
黑龙江,绥化,2020-03-26 13:01:49,0,47,0,4,8.51,False,43,91.49,True
黑龙江,鹤岗,2020-03-26 13:01:49,0,5,0,0,0.00,False,5,100.00,True
黑龙江,牡丹江,2020-03-26 13:01:49,0,15,0,0,0.00,False,15,100.00,True
黑龙江,七台河,2020-03-26 13:01:49,0,17,0,0,0.00,False,17,100.00,True
黑龙江,鸡西,2020-03-26 13:01:49,0,46,0,0,0.00,False,46,100.00,True
黑龙江,伊春,2020-03-26 13:01:49,0,1,0,0,0.00,False,1,100.00,True
黑龙江,佳木斯,2020-03-26 13:01:49,0,15,0,0,0.00,False,15,100.00,True
吉林,境外输入,2020-03-26 13:01:49,2,2,0,0,0.00,False,0,0.00,True
吉林,通化,2020-03-26 13:01:49,0,6,0,0,0.00,False,6,100.00,True
吉林,长春,2020-03-26 13:01:49,0,45,0,0,0.00,False,45,100.00,True
吉林,白城,2020-03-26 13:01:49,0,1,0,0,0.00,False,1,100.00,True
吉林,四平,2020-03-26 13:01:49,0,15,0,1,6.67,False,14,93.33,True
吉林,公主岭,2020-03-26 13:01:49,0,6,0,0,0.00,False,6,100.00,True
吉林,辽源,2020-03-26 13:01:49,0,7,0,0,0.00,False,7,100.00,True
吉林,延边,2020-03-26 13:01:49,0,5,0,0,0.00,False,5,100.00,True
吉林,吉林,2020-03-26 13:01:49,0,5,0,0,0.00,False,5,100.00,True
吉林,松原,2020-03-26 13:01:49,0,2,0,0,0.00,False,2,100.00,True
吉林,梅河口市,2020-03-26 13:01:49,0,1,0,0,0.00,False,1,100.00,True
山西,境外输入,2020-03-26 13:01:49,2,2,0,0,0.00,False,0,0.00,True
山西,晋中,2020-03-26 13:01:49,0,37,0,0,0.00,False,37,100.00,True
山西,大同,2020-03-26 13:01:49,0,12,0,0,0.00,False,12,100.00,True
山西,运城,2020-03-26 13:01:49,0,19,0,0,0.00,False,19,100.00,True
山西,忻州,2020-03-26 13:01:49,0,7,0,0,0.00,False,7,100.00,True
山西,晋城,2020-03-26 13:01:49,0,10,0,0,0.00,False,10,100.00,True
山西,长治,2020-03-26 13:01:49,0,8,0,0,0.00,False,8,100.00,True
山西,太原,2020-03-26 13:01:49,0,20,0,0,0.00,False,20,100.00,True
山西,朔州,2020-03-26 13:01:49,0,8,0,0,0.00,False,8,100.00,True
山西,临汾,2020-03-26 13:01:49,0,2,0,0,0.00,False,2,100.00,True
山西,阳泉,2020-03-26 13:01:49,0,4,0,0,0.00,False,4,100.00,True
山西,吕梁,2020-03-26 13:01:49,0,6,0,0,0.00,False,6,100.00,True
广西,境外输入,2020-03-26 13:01:49,2,2,0,0,0.00,False,0,0.00,True
广西,桂林,2020-03-26 13:01:49,0,32,0,0,0.00,False,32,100.00,True
广西,防城港,2020-03-26 13:01:49,0,19,0,0,0.00,False,19,100.00,True
广西,来宾,2020-03-26 13:01:49,0,11,0,0,0.00,False,11,100.00,True
广西,柳州,2020-03-26 13:01:49,0,24,0,0,0.00,False,24,100.00,True
广西,南宁,2020-03-26 13:01:49,0,55,0,0,0.00,False,55,100.00,True
广西,河池,2020-03-26 13:01:49,0,28,0,1,3.57,False,27,96.43,True
广西,北海,2020-03-26 13:01:49,0,44,0,1,2.27,False,43,97.73,True
广西,玉林,2020-03-26 13:01:49,0,11,0,0,0.00,False,11,100.00,True
广西,钦州,2020-03-26 13:01:49,0,8,0,0,0.00,False,8,100.00,True
广西,贵港,2020-03-26 13:01:49,0,8,0,0,0.00,False,8,100.00,True
广西,梧州,2020-03-26 13:01:49,0,5,0,0,0.00,False,5,100.00,True
广西,百色,2020-03-26 13:01:49,0,3,0,0,0.00,False,3,100.00,True
广西,贺州,2020-03-26 13:01:49,0,4,0,0,0.00,False,4,100.00,True
江西,境外输入,2020-03-26 13:01:49,1,1,0,0,0.00,False,0,0.00,True
江西,吉安,2020-03-26 13:01:49,0,22,0,0,0.00,False,22,100.00,True
江西,南昌,2020-03-26 13:01:49,0,230,0,0,0.00,False,230,100.00,True
江西,上饶,2020-03-26 13:01:49,0,123,0,0,0.00,False,123,100.00,True
江西,新余,2020-03-26 13:01:49,0,130,0,0,0.00,False,130,100.00,True
江西,抚州,2020-03-26 13:01:49,0,72,0,0,0.00,False,72,100.00,True
江西,九江,2020-03-26 13:01:49,0,118,0,0,0.00,False,118,100.00,True
江西,赣州,2020-03-26 13:01:49,0,76,0,1,1.32,False,75,98.68,True
江西,萍乡,2020-03-26 13:01:49,0,33,0,0,0.00,False,33,100.00,True
江西,宜春,2020-03-26 13:01:49,0,106,0,0,0.00,False,106,100.00,True
江西,鹰潭,2020-03-26 13:01:49,0,18,0,0,0.00,False,18,100.00,True
江西,景德镇,2020-03-26 13:01:49,0,6,0,0,0.00,False,6,100.00,True
江西,赣江新区,2020-03-26 13:01:49,0,1,0,0,0.00,False,1,100.00,True
辽宁,境外输入,2020-03-26 13:01:49,1,2,0,0,0.00,False,1,50.00,True
辽宁,鞍山,2020-03-26 13:01:49,0,4,0,0,0.00,False,4,100.00,True
辽宁,朝阳市,2020-03-26 13:01:49,0,6,0,1,16.67,False,5,83.33,True
辽宁,丹东,2020-03-26 13:01:49,0,11,0,0,0.00,False,11,100.00,True
辽宁,葫芦岛,2020-03-26 13:01:49,0,12,0,1,8.33,False,11,91.67,True
辽宁,大连,2020-03-26 13:01:49,0,19,0,0,0.00,False,19,100.00,True
辽宁,铁岭,2020-03-26 13:01:49,0,7,0,0,0.00,False,7,100.00,True
辽宁,沈阳,2020-03-26 13:01:49,0,28,0,0,0.00,False,28,100.00,True
辽宁,锦州,2020-03-26 13:01:49,0,12,0,0,0.00,False,12,100.00,True
辽宁,盘锦,2020-03-26 13:01:49,0,11,0,0,0.00,False,11,100.00,True
辽宁,阜新,2020-03-26 13:01:49,0,8,0,0,0.00,False,8,100.00,True
辽宁,本溪,2020-03-26 13:01:49,0,3,0,0,0.00,False,3,100.00,True
辽宁,辽阳,2020-03-26 13:01:49,0,3,0,0,0.00,False,3,100.00,True
辽宁,营口,2020-03-26 13:01:49,0,1,0,0,0.00,False,1,100.00,True
湖南,湘西自治州,2020-03-26 13:01:49,0,8,0,0,0.00,False,8,100.00,True
湖南,娄底,2020-03-26 13:01:49,0,76,0,0,0.00,False,76,100.00,True
湖南,怀化,2020-03-26 13:01:49,0,40,0,0,0.00,False,40,100.00,True
湖南,永州,2020-03-26 13:01:49,0,44,0,0,0.00,False,44,100.00,True
湖南,郴州,2020-03-26 13:01:49,0,39,0,0,0.00,False,39,100.00,True
湖南,益阳,2020-03-26 13:01:49,0,60,0,0,0.00,False,60,100.00,True
湖南,张家界,2020-03-26 13:01:49,0,5,0,0,0.00,False,5,100.00,True
湖南,常德,2020-03-26 13:01:49,0,82,0,0,0.00,False,82,100.00,True
湖南,岳阳,2020-03-26 13:01:49,0,156,0,1,0.64,False,155,99.36,True
湖南,邵阳,2020-03-26 13:01:49,0,102,0,1,0.98,False,101,99.02,True
湖南,湘潭,2020-03-26 13:01:49,0,36,0,0,0.00,False,36,100.00,True
湖南,株洲,2020-03-26 13:01:49,0,80,0,0,0.00,False,80,100.00,True
湖南,衡阳,2020-03-26 13:01:49,0,48,0,0,0.00,False,48,100.00,True
湖南,长沙,2020-03-26 13:01:49,0,242,0,2,0.83,False,240,99.17,True
宁夏,银川,2020-03-26 13:01:49,0,36,0,0,0.00,False,36,100.00,True
宁夏,中卫,2020-03-26 13:01:49,0,4,0,0,0.00,False,4,100.00,True
宁夏,吴忠,2020-03-26 13:01:49,0,28,0,0,0.00,False,28,100.00,True
宁夏,固原,2020-03-26 13:01:49,0,5,0,0,0.00,False,5,100.00,True
宁夏,石嘴山,2020-03-26 13:01:49,0,1,0,0,0.00,False,1,100.00,True
宁夏,宁东管委会,2020-03-26 13:01:49,0,1,0,0,0.00,False,1,100.00,True
贵州,贵阳,2020-03-26 13:01:49,0,36,0,1,2.78,False,35,97.22,True
贵州,遵义,2020-03-26 13:01:49,0,32,0,0,0.00,False,32,100.00,True
贵州,六盘水,2020-03-26 13:01:49,0,10,0,1,10.00,False,9,90.00,True
贵州,毕节,2020-03-26 13:01:49,0,23,0,0,0.00,False,23,100.00,True
贵州,黔南州,2020-03-26 13:01:49,0,17,0,0,0.00,False,17,100.00,True
贵州,安顺,2020-03-26 13:01:49,0,4,0,0,0.00,False,4,100.00,True
贵州,黔东南州,2020-03-26 13:01:49,0,10,0,0,0.00,False,10,100.00,True
贵州,铜仁,2020-03-26 13:01:49,0,10,0,0,0.00,False,10,100.00,True
贵州,黔西南州,2020-03-26 13:01:49,0,4,0,0,0.00,False,4,100.00,True
青海,海北州,2020-03-26 13:01:49,0,3,0,0,0.00,False,3,100.00,True
青海,西宁,2020-03-26 13:01:49,0,15,0,0,0.00,False,15,100.00,True
安徽,宣城,2020-03-26 13:01:49,0,6,0,0,0.00,False,6,100.00,True
安徽,池州,2020-03-26 13:01:49,0,17,0,0,0.00,False,17,100.00,True
安徽,亳州,2020-03-26 13:01:49,0,108,0,0,0.00,False,108,100.00,True
安徽,六安,2020-03-26 13:01:49,0,69,0,0,0.00,False,69,100.00,True
安徽,宿州,2020-03-26 13:01:49,0,41,0,0,0.00,False,41,100.00,True
安徽,阜阳,2020-03-26 13:01:49,0,155,0,0,0.00,False,155,100.00,True
安徽,滁州,2020-03-26 13:01:49,0,13,0,0,0.00,False,13,100.00,True
安徽,黄山,2020-03-26 13:01:49,0,9,0,0,0.00,False,9,100.00,True
安徽,安庆,2020-03-26 13:01:49,0,83,0,0,0.00,False,83,100.00,True
安徽,铜陵,2020-03-26 13:01:49,0,29,0,0,0.00,False,29,100.00,True
安徽,淮北,2020-03-26 13:01:49,0,27,0,0,0.00,False,27,100.00,True
安徽,马鞍山,2020-03-26 13:01:49,0,38,0,0,0.00,False,38,100.00,True
安徽,淮南,2020-03-26 13:01:49,0,27,0,0,0.00,False,27,100.00,True
安徽,蚌埠,2020-03-26 13:01:49,0,160,0,5,3.12,False,155,96.88,True
安徽,芜湖,2020-03-26 13:01:49,0,34,0,0,0.00,False,34,100.00,True
安徽,合肥,2020-03-26 13:01:49,0,174,0,1,0.57,False,173,99.43,True
海南,海口,2020-03-26 13:01:49,0,39,0,0,0.00,False,39,100.00,True
海南,儋州,2020-03-26 13:01:49,0,15,0,1,6.67,False,14,93.33,True
海南,三亚,2020-03-26 13:01:49,0,54,0,1,1.85,False,53,98.15,True
海南,东方,2020-03-26 13:01:49,0,3,0,1,33.33,False,2,66.67,True
海南,万宁,2020-03-26 13:01:49,0,13,0,0,0.00,False,13,100.00,True
海南,澄迈县,2020-03-26 13:01:49,0,9,0,1,11.11,False,8,88.89,True
海南,昌江县,2020-03-26 13:01:49,0,7,0,0,0.00,False,7,100.00,True
海南,保亭,2020-03-26 13:01:49,0,3,0,0,0.00,False,3,100.00,True
海南,琼海,2020-03-26 13:01:49,0,6,0,1,16.67,False,5,83.33,True
海南,临高县,2020-03-26 13:01:49,0,6,0,0,0.00,False,6,100.00,True
海南,陵水县,2020-03-26 13:01:49,0,4,0,0,0.00,False,4,100.00,True
海南,乐东,2020-03-26 13:01:49,0,2,0,0,0.00,False,2,100.00,True
海南,文昌,2020-03-26 13:01:49,0,3,0,0,0.00,False,3,100.00,True
海南,定安县,2020-03-26 13:01:49,0,3,0,1,33.33,False,2,66.67,True
海南,琼中县,2020-03-26 13:01:49,0,1,0,0,0.00,False,1,100.00,True
新疆,兵团第九师,2020-03-26 13:01:49,0,4,0,1,25.00,False,3,75.00,True
新疆,吐鲁番,2020-03-26 13:01:49,0,3,0,0,0.00,False,3,100.00,True
新疆,乌鲁木齐,2020-03-26 13:01:49,0,23,0,0,0.00,False,23,100.00,True
新疆,昌吉州,2020-03-26 13:01:49,0,4,0,0,0.00,False,4,100.00,True
新疆,第八师石河子,2020-03-26 13:01:49,0,4,0,1,25.00,False,3,75.00,True
新疆,兵团第四师,2020-03-26 13:01:49,0,10,0,1,10.00,False,9,90.00,True
新疆,伊犁州,2020-03-26 13:01:49,0,18,0,0,0.00,False,18,100.00,True
新疆,六师五家渠,2020-03-26 13:01:49,0,2,0,0,0.00,False,2,100.00,True
新疆,兵团第十二师,2020-03-26 13:01:49,0,3,0,0,0.00,False,3,100.00,True
新疆,巴州,2020-03-26 13:01:49,0,3,0,0,0.00,False,3,100.00,True
新疆,第七师,2020-03-26 13:01:49,0,1,0,0,0.00,False,1,100.00,True
新疆,阿克苏,2020-03-26 13:01:49,0,1,0,0,0.00,False,1,100.00,True
西藏,拉萨,2020-03-26 13:01:49,0,1,0,0,0.00,False,1,100.00,True
